store_id,sku_id,date,on_hand,oos_flag
S005,D024,2025-12-24,15,0
S005,D024,2025-12-25,29,0
S005,D024,2025-12-26,6,0
S005,D024,2025-12-27,41,0
S005,D024,2025-12-28,14,0
S005,D024,2025-12-29,31,0
S005,D034,2025-12-16,28,0
S005,D034,2025-12-17,36,0
S005,D034,2025-12-18,16,0
S005,D034,2025-12-19,19,0
S005,D034,2025-12-20,18,0
S005,D034,2025-12-21,40,0
S005,D034,2025-12-22,32,0
S005,D034,2025-12-23,7,1
S005,D034,2025-12-24,40,0
S005,D034,2025-12-25,14,0
S005,D034,2025-12-26,23,0
S005,D034,2025-12-27,10,0
S005,D034,2025-12-28,14,0
S005,D034,2025-12-29,11,0
S005,D039,2025-12-16,13,0
S005,D039,2025-12-17,24,0
S005,D039,2025-12-18,23,0
S005,D039,2025-12-19,32,0
S005,D039,2025-12-20,31,0
S005,D039,2025-12-21,36,0
S005,D039,2025-12-22,24,0
S005,D039,2025-12-23,26,0
S005,D039,2025-12-24,6,0
S005,D039,2025-12-25,14,0
S005,D039,2025-12-26,39,0
S005,D039,2025-12-27,16,0
S005,D039,2025-12-28,35,0
S005,D039,2025-12-29,44,0
S005,D046,2025-12-16,36,0
S005,D046,2025-12-17,19,0
S005,D046,2025-12-18,32,0
S005,D046,2025-12-19,39,0
S005,D046,2025-12-20,10,0
S005,D046,2025-12-21,10,0
S005,D046,2025-12-22,26,0
S005,D046,2025-12-23,37,0
S005,D046,2025-12-24,15,0
S005,D046,2025-12-25,7,0
S005,D046,2025-12-26,14,0
S005,D046,2025-12-27,34,0
S005,D046,2025-12-28,31,0
S005,D046,2025-12-29,39,0
S005,D048,2025-12-16,38,0
S005,D048,2025-12-17,14,0
S005,D048,2025-12-18,14,0
S005,D048,2025-12-19,38,0
S005,D048,2025-12-20,31,0
S005,D048,2025-12-21,35,0
S005,D048,2025-12-22,14,0
S005,D048,2025-12-23,20,0
S005,D048,2025-12-24,38,0
S005,D048,2025-12-25,22,0
S005,D048,2025-12-26,29,0
S005,D048,2025-12-27,13,0
S005,D048,2025-12-28,12,0
S005,D048,2025-12-29,7,0
S005,D050,2025-12-16,30,0
S005,D050,2025-12-17,35,0
S005,D050,2025-12-18,34,0
S005,D050,2025-12-19,7,0
S005,D050,2025-12-20,26,0
S005,D050,2025-12-21,39,0
S005,D050,2025-12-22,25,0
S005,D050,2025-12-23,33,0
S005,D050,2025-12-24,7,0
S005,D050,2025-12-25,25,0
S005,D050,2025-12-26,44,0
S005,D050,2025-12-27,25,0
S005,D050,2025-12-28,20,0
S005,D050,2025-12-29,39,0
S005,D053,2025-12-16,7,1
S005,D053,2025-12-17,33,0
S005,D053,2025-12-18,44,0
S005,D053,2025-12-19,44,0
S005,D053,2025-12-20,18,0
S005,D053,2025-12-21,33,0
S005,D053,2025-12-22,40,0
S005,D053,2025-12-23,33,0
S005,D053,2025-12-24,15,0
S005,D053,2025-12-25,37,0
S005,D053,2025-12-26,38,0
S005,D053,2025-12-27,19,0
S005,D053,2025-12-28,8,0
S005,D053,2025-12-29,23,0
S005,D060,2025-12-16,44,0
S005,D060,2025-12-17,19,0
S005,D060,2025-12-18,41,0
S005,D060,2025-12-19,15,0
S005,D060,2025-12-20,22,0
S005,D060,2025-12-21,16,0
S005,D060,2025-12-22,8,0
S005,D060,2025-12-23,42,0
S005,D060,2025-12-24,18,0
S005,D060,2025-12-25,32,0
S005,D060,2025-12-26,25,0
S005,D060,2025-12-27,42,0
S005,D060,2025-12-28,26,0
S005,D060,2025-12-29,8,0
S006,D003,2025-12-16,44,0
S006,D003,2025-12-17,27,0
S006,D003,2025-12-18,32,0
S006,D003,2025-12-19,18,0
S006,D003,2025-12-20,7,0
S006,D003,2025-12-21,6,0
S006,D003,2025-12-22,18,0
S006,D003,2025-12-23,27,0
S006,D003,2025-12-24,17,0
S006,D003,2025-12-25,21,0
S006,D003,2025-12-26,9,0
S006,D003,2025-12-27,20,0
S006,D003,2025-12-28,31,0
S006,D003,2025-12-29,6,1
S006,D007,2025-12-16,26,0
S006,D007,2025-12-17,19,0
S006,D007,2025-12-18,14,0
S006,D007,2025-12-19,30,0
S006,D007,2025-12-20,39,0
S006,D007,2025-12-21,9,0
S006,D007,2025-12-22,17,0
S006,D007,2025-12-23,31,0
S006,D007,2025-12-24,27,0
S006,D007,2025-12-25,41,0
S006,D007,2025-12-26,19,0
S006,D007,2025-12-27,30,0
S006,D007,2025-12-28,41,0
S006,D007,2025-12-29,8,0
S006,D018,2025-12-16,15,0
S006,D018,2025-12-17,26,0
S006,D018,2025-12-18,6,1
S006,D018,2025-12-19,9,0
S006,D018,2025-12-20,28,0
S006,D018,2025-12-21,23,0
S006,D018,2025-12-22,16,0
S006,D018,2025-12-23,43,0
S006,D018,2025-12-24,36,0
S006,D018,2025-12-25,28,0
S006,D018,2025-12-26,12,0
S006,D018,2025-12-27,40,0
S006,D018,2025-12-28,32,0
S006,D018,2025-12-29,24,0
S006,D029,2025-12-16,39,0
S006,D029,2025-12-17,11,0
S006,D029,2025-12-18,44,0
S006,D029,2025-12-19,29,0
S006,D029,2025-12-20,26,0
S006,D029,2025-12-21,26,0
S006,D029,2025-12-22,44,0
S006,D029,2025-12-23,43,0
S006,D029,2025-12-24,14,0
S006,D029,2025-12-25,38,0
S006,D029,2025-12-26,14,0
S006,D029,2025-12-27,41,0
S006,D029,2025-12-28,22,0
S006,D029,2025-12-29,16,0
S006,D033,2025-12-16,29,0
S006,D033,2025-12-17,30,0
S006,D033,2025-12-18,28,0
S006,D033,2025-12-19,25,0
S006,D033,2025-12-20,31,0
S006,D033,2025-12-21,41,0
S006,D033,2025-12-22,44,0
S006,D033,2025-12-23,15,0
S006,D033,2025-12-24,10,0
S006,D033,2025-12-25,21,0
S006,D033,2025-12-26,7,1
S006,D033,2025-12-27,6,0
S006,D033,2025-12-28,30,0
S006,D033,2025-12-29,9,0
S006,D036,2025-12-16,26,0
S006,D036,2025-12-17,34,0
S006,D036,2025-12-18,19,0
S006,D036,2025-12-19,22,0
S006,D036,2025-12-20,7,1
S006,D036,2025-12-21,32,0
S006,D036,2025-12-22,31,0
S006,D036,2025-12-23,23,0
S006,D036,2025-12-24,12,0
S006,D036,2025-12-25,10,0
S006,D036,2025-12-26,33,0
S006,D036,2025-12-27,15,0
S006,D036,2025-12-28,37,0
S006,D036,2025-12-29,30,0
S006,D039,2025-12-16,44,0
S006,D039,2025-12-17,9,0
S006,D039,2025-12-18,28,0
S006,D039,2025-12-19,28,0
S006,D039,2025-12-20,29,0
S006,D039,2025-12-21,32,0
S006,D039,2025-12-22,39,0
S006,D039,2025-12-23,25,0
S006,D039,2025-12-24,38,0
S006,D039,2025-12-25,7,0
S006,D039,2025-12-26,44,0
S006,D039,2025-12-27,16,0
S006,D039,2025-12-28,26,0
S006,D039,2025-12-29,18,0
S006,D045,2025-12-16,6,1
S006,D045,2025-12-17,16,0
S006,D045,2025-12-18,44,0
S006,D045,2025-12-19,26,0
S006,D045,2025-12-20,26,0
S006,D045,2025-12-21,19,0
S006,D045,2025-12-22,34,0
S006,D045,2025-12-23,39,0
S006,D045,2025-12-24,14,0
S006,D045,2025-12-25,43,0
S006,D045,2025-12-26,23,0
S006,D045,2025-12-27,20,0
S006,D045,2025-12-28,24,0
S006,D045,2025-12-29,6,0
S006,D048,2025-12-16,16,0
S006,D048,2025-12-17,24,0
S006,D048,2025-12-18,14,0
S006,D048,2025-12-19,17,0
S006,D048,2025-12-20,9,0
S006,D048,2025-12-21,27,0
S006,D048,2025-12-22,30,0
S006,D048,2025-12-23,23,0
S006,D048,2025-12-24,36,0
S006,D048,2025-12-25,7,1
S006,D048,2025-12-26,28,0
S006,D048,2025-12-27,9,0
S006,D048,2025-12-28,28,0
S006,D048,2025-12-29,26,0
S006,D049,2025-12-16,35,0
S006,D049,2025-12-17,32,0
S006,D049,2025-12-18,23,0
S006,D049,2025-12-19,21,0
S006,D049,2025-12-20,32,0
S006,D049,2025-12-21,26,0
S006,D049,2025-12-22,6,0
S006,D049,2025-12-23,39,0
S006,D049,2025-12-24,33,0
S006,D049,2025-12-25,20,0
S006,D049,2025-12-26,44,0
S006,D049,2025-12-27,29,0
S006,D049,2025-12-28,7,1
S006,D049,2025-12-29,21,0
S006,D052,2025-12-16,27,0
S006,D052,2025-12-17,7,0
S006,D052,2025-12-18,41,0
S006,D052,2025-12-19,14,0
S006,D052,2025-12-20,14,0
S006,D052,2025-12-21,15,0
S006,D052,2025-12-22,30,0
S006,D052,2025-12-23,41,0
S006,D052,2025-12-24,30,0
S006,D052,2025-12-25,34,0
S006,D052,2025-12-26,20,0
S006,D052,2025-12-27,31,0
S006,D052,2025-12-28,27,0
S006,D052,2025-12-29,12,0
S006,D053,2025-12-16,6,1
S006,D053,2025-12-17,10,0
S006,D053,2025-12-18,17,0
S006,D053,2025-12-19,38,0
S006,D053,2025-12-20,10,0
S006,D053,2025-12-21,17,0
S006,D053,2025-12-22,20,0
S006,D053,2025-12-23,24,0
S006,D053,2025-12-24,11,0
S006,D053,2025-12-25,33,0
S006,D053,2025-12-26,37,0
S006,D053,2025-12-27,41,0
S006,D053,2025-12-28,29,0
S006,D053,2025-12-29,28,0
S006,D057,2025-12-16,32,0
S006,D057,2025-12-17,23,0
S006,D057,2025-12-18,16,0
S006,D057,2025-12-19,44,0
S006,D057,2025-12-20,42,0
S006,D057,2025-12-21,28,0
S006,D057,2025-12-22,25,0
S006,D057,2025-12-23,19,0
S006,D057,2025-12-24,14,0
S006,D057,2025-12-25,25,0
S006,D057,2025-12-26,30,0
S006,D057,2025-12-27,14,0
S006,D057,2025-12-28,37,0
S006,D057,2025-12-29,33,0
S006,D058,2025-12-16,40,0
S006,D058,2025-12-17,11,0
S006,D058,2025-12-18,44,0
S006,D058,2025-12-19,6,1
S006,D058,2025-12-20,38,0
S006,D058,2025-12-21,33,0
S006,D058,2025-12-22,42,0
S006,D058,2025-12-23,23,0
S006,D058,2025-12-24,34,0
S006,D058,2025-12-25,26,0
S006,D058,2025-12-26,26,0
S006,D058,2025-12-27,34,0
S006,D058,2025-12-28,31,0
S006,D058,2025-12-29,32,0
S007,D002,2025-12-16,9,0
S007,D002,2025-12-17,40,0
S007,D002,2025-12-18,14,0
S007,D002,2025-12-19,28,0
S007,D002,2025-12-20,37,0
S007,D002,2025-12-21,28,0
S007,D002,2025-12-22,16,0
S007,D002,2025-12-23,21,0
S007,D002,2025-12-24,30,0
S007,D002,2025-12-25,30,0
S007,D002,2025-12-26,16,0
S007,D002,2025-12-27,40,0
S007,D002,2025-12-28,37,0
S007,D002,2025-12-29,35,0
S007,D004,2025-12-16,11,0
S007,D004,2025-12-17,11,0
S007,D004,2025-12-18,41,0
S007,D004,2025-12-19,11,0
S007,D004,2025-12-20,44,0
S007,D004,2025-12-21,13,0
S007,D004,2025-12-22,8,0
S007,D004,2025-12-23,44,0
S007,D004,2025-12-24,28,0
S007,D004,2025-12-25,41,0
S007,D004,2025-12-26,11,0
S007,D004,2025-12-27,6,1
S007,D004,2025-12-28,35,0
S007,D004,2025-12-29,24,0
S007,D007,2025-12-16,42,0
S007,D007,2025-12-17,18,0
S007,D007,2025-12-18,21,0
S007,D007,2025-12-19,25,0
S007,D007,2025-12-20,41,0
S007,D007,2025-12-21,35,0
S007,D007,2025-12-22,14,0
S007,D007,2025-12-23,13,0
S007,D007,2025-12-24,7,0
S007,D007,2025-12-25,19,0
S007,D007,2025-12-26,26,0
S007,D007,2025-12-27,37,0
S007,D007,2025-12-28,25,0
S007,D007,2025-12-29,19,0
S007,D013,2025-12-16,44,0
S007,D013,2025-12-17,33,0
S007,D013,2025-12-18,36,0
S007,D013,2025-12-19,31,0
S007,D013,2025-12-20,37,0
S007,D013,2025-12-21,28,0
S007,D013,2025-12-22,30,0
S007,D013,2025-12-23,7,1
S007,D013,2025-12-24,36,0
S007,D013,2025-12-25,35,0
S007,D013,2025-12-26,12,0
S007,D013,2025-12-27,44,0
S007,D013,2025-12-28,32,0
S007,D013,2025-12-29,25,0
S007,D014,2025-12-16,29,0
S007,D014,2025-12-17,40,0
S007,D014,2025-12-18,41,0
S007,D014,2025-12-19,25,0
S007,D014,2025-12-20,16,0
S007,D014,2025-12-21,22,0
S007,D014,2025-12-22,26,0
S007,D014,2025-12-23,12,0
S007,D014,2025-12-24,13,0
S007,D014,2025-12-25,39,0
S007,D014,2025-12-26,36,0
S007,D014,2025-12-27,8,0
S007,D014,2025-12-28,25,0
S007,D014,2025-12-29,41,0
S007,D015,2025-12-16,35,0
S007,D015,2025-12-17,19,0
S007,D015,2025-12-18,42,0
S007,D015,2025-12-19,29,0
S007,D015,2025-12-20,7,1
S007,D015,2025-12-21,7,1
S007,D015,2025-12-22,43,0
S007,D015,2025-12-23,12,0
S007,D015,2025-12-24,23,0
S007,D015,2025-12-25,28,0
S007,D015,2025-12-26,34,0
S007,D015,2025-12-27,15,0
S007,D015,2025-12-28,32,0
S007,D015,2025-12-29,29,0
S007,D016,2025-12-16,20,0
S007,D016,2025-12-17,37,0
S007,D016,2025-12-18,28,0
S007,D016,2025-12-19,15,0
S007,D016,2025-12-20,15,0
S007,D016,2025-12-21,13,0
S007,D016,2025-12-22,43,0
S007,D016,2025-12-23,6,1
S007,D016,2025-12-24,29,0
S007,D016,2025-12-25,26,0
S007,D016,2025-12-26,39,0
S007,D016,2025-12-27,12,0
S007,D016,2025-12-28,32,0
S007,D016,2025-12-29,7,0
S007,D019,2025-12-16,31,0
S007,D019,2025-12-17,41,0
S007,D019,2025-12-18,35,0
S007,D019,2025-12-19,27,0
S007,D019,2025-12-20,11,0
S007,D019,2025-12-21,32,0
S007,D019,2025-12-22,27,0
S007,D019,2025-12-23,40,0
S007,D019,2025-12-24,32,0
S007,D019,2025-12-25,9,0
S007,D019,2025-12-26,6,1
S007,D019,2025-12-27,16,0
S007,D019,2025-12-28,8,0
S007,D019,2025-12-29,28,0
S007,D021,2025-12-16,21,0
S007,D021,2025-12-17,29,0
S007,D021,2025-12-18,41,0
S007,D021,2025-12-19,31,0
S007,D021,2025-12-20,6,0
S007,D021,2025-12-21,16,0
S007,D021,2025-12-22,40,0
S007,D021,2025-12-23,22,0
S007,D021,2025-12-24,23,0
S007,D021,2025-12-25,8,0
S007,D021,2025-12-26,11,0
S007,D021,2025-12-27,7,1
S007,D021,2025-12-28,30,0
S007,D021,2025-12-29,39,0
S007,D023,2025-12-16,44,0
S007,D023,2025-12-17,8,0
S007,D023,2025-12-18,24,0
S007,D023,2025-12-19,13,0
S007,D023,2025-12-20,38,0
S007,D023,2025-12-21,24,0
S007,D023,2025-12-22,22,0
S007,D023,2025-12-23,16,0
S007,D023,2025-12-24,42,0
S007,D023,2025-12-25,24,0
S007,D023,2025-12-26,44,0
S007,D023,2025-12-27,36,0
S007,D023,2025-12-28,24,0
S007,D023,2025-12-29,15,0
S007,D024,2025-12-16,11,0
S007,D024,2025-12-17,23,0
S007,D024,2025-12-18,22,0
S007,D024,2025-12-19,33,0
S007,D024,2025-12-20,36,0
S007,D024,2025-12-21,8,0
S007,D024,2025-12-22,38,0
S007,D024,2025-12-23,8,0
S007,D024,2025-12-24,43,0
S007,D024,2025-12-25,14,0
S007,D024,2025-12-26,36,0
S007,D024,2025-12-27,38,0
S007,D024,2025-12-28,33,0
S007,D024,2025-12-29,15,0
S007,D026,2025-12-16,19,0
S007,D026,2025-12-17,27,0
S007,D026,2025-12-18,29,0
S007,D026,2025-12-19,43,0
S007,D026,2025-12-20,16,0
S007,D026,2025-12-21,25,0
S007,D026,2025-12-22,42,0
S007,D026,2025-12-23,12,0
S007,D026,2025-12-24,13,0
S007,D026,2025-12-25,7,0
S007,D026,2025-12-26,29,0
S007,D026,2025-12-27,18,0
S007,D026,2025-12-28,35,0
S007,D026,2025-12-29,23,0
S007,D031,2025-12-16,20,0
S007,D031,2025-12-17,30,0
S007,D031,2025-12-18,18,0
S007,D031,2025-12-19,8,0
S007,D031,2025-12-20,13,0
S007,D031,2025-12-21,28,0
S007,D031,2025-12-22,23,0
S007,D031,2025-12-23,41,0
S007,D031,2025-12-24,44,0
S007,D031,2025-12-25,15,0
S007,D031,2025-12-26,19,0
S007,D031,2025-12-27,34,0
S007,D031,2025-12-28,37,0
S007,D031,2025-12-29,29,0
S007,D035,2025-12-16,10,0
S007,D035,2025-12-17,28,0
S007,D035,2025-12-18,39,0
S007,D035,2025-12-19,12,0
S007,D035,2025-12-20,26,0
S007,D035,2025-12-21,15,0
S007,D035,2025-12-22,31,0
S007,D035,2025-12-23,13,0
S007,D035,2025-12-24,14,0
S007,D035,2025-12-25,37,0
S007,D035,2025-12-26,42,0
S007,D035,2025-12-27,42,0
S007,D035,2025-12-28,16,0
S007,D035,2025-12-29,30,0
S007,D038,2025-12-16,28,0
S007,D038,2025-12-17,15,0
S007,D038,2025-12-18,22,0
S007,D038,2025-12-19,43,0
S007,D038,2025-12-20,15,0
S007,D038,2025-12-21,39,0
S007,D038,2025-12-22,10,0
S007,D038,2025-12-23,38,0
S007,D038,2025-12-24,13,0
S007,D038,2025-12-25,35,0
S007,D038,2025-12-26,38,0
S007,D038,2025-12-27,6,0
S007,D038,2025-12-28,40,0
S007,D038,2025-12-29,30,0
S007,D039,2025-12-16,8,0
S007,D039,2025-12-17,9,0
S007,D039,2025-12-18,25,0
S007,D039,2025-12-19,22,0
S007,D039,2025-12-20,44,0
S007,D039,2025-12-21,34,0
S007,D039,2025-12-22,28,0
S007,D039,2025-12-23,24,0
S007,D039,2025-12-24,6,1
S007,D039,2025-12-25,41,0
S007,D039,2025-12-26,13,0
S007,D039,2025-12-27,21,0
S007,D039,2025-12-28,26,0
S007,D039,2025-12-29,44,0
S007,D046,2025-12-16,20,0
S007,D046,2025-12-17,24,0
S007,D046,2025-12-18,27,0
S007,D046,2025-12-19,19,0
S007,D046,2025-12-20,39,0
S007,D046,2025-12-21,21,0
S007,D046,2025-12-22,36,0
S007,D046,2025-12-23,39,0
S007,D046,2025-12-24,26,0
S007,D046,2025-12-25,29,0
S007,D046,2025-12-26,18,0
S007,D046,2025-12-27,10,0
S007,D046,2025-12-28,8,0
S007,D046,2025-12-29,27,0
S007,D058,2025-12-16,44,0
S007,D058,2025-12-17,32,0
S007,D058,2025-12-18,23,0
S007,D058,2025-12-19,43,0
S007,D058,2025-12-20,39,0
S007,D058,2025-12-21,36,0
S007,D058,2025-12-22,21,0
S007,D058,2025-12-23,19,0
S007,D058,2025-12-24,21,0
S007,D058,2025-12-25,37,0
S007,D058,2025-12-26,21,0
S007,D058,2025-12-27,34,0
S007,D058,2025-12-28,25,0
S007,D058,2025-12-29,21,0
S008,D003,2025-12-16,31,0
S008,D003,2025-12-17,34,0
S008,D003,2025-12-18,26,0
S008,D003,2025-12-19,25,0
S008,D003,2025-12-20,9,0
S008,D003,2025-12-21,43,0
S008,D003,2025-12-22,43,0
S008,D003,2025-12-23,22,0
S008,D003,2025-12-24,29,0
S008,D003,2025-12-25,38,0
S008,D003,2025-12-26,29,0
S008,D003,2025-12-27,36,0
S008,D003,2025-12-28,28,0
S008,D003,2025-12-29,9,0
S008,D016,2025-12-16,10,0
S008,D016,2025-12-17,25,0
S008,D016,2025-12-18,23,0
S008,D016,2025-12-19,29,0
S008,D016,2025-12-20,21,0
S008,D016,2025-12-21,6,0
S008,D016,2025-12-22,15,0
S008,D016,2025-12-23,6,1
S008,D016,2025-12-24,35,0
S008,D016,2025-12-25,9,0
S008,D016,2025-12-26,39,0
S008,D016,2025-12-27,14,0
S008,D016,2025-12-28,35,0
S008,D016,2025-12-29,11,0
S008,D020,2025-12-16,44,0
S008,D020,2025-12-17,19,0
S008,D020,2025-12-18,19,0
S008,D020,2025-12-19,34,0
S008,D020,2025-12-20,30,0
S008,D020,2025-12-21,39,0
S008,D020,2025-12-22,13,0
S008,D020,2025-12-23,39,0
S008,D020,2025-12-24,35,0
S008,D020,2025-12-25,17,0
S008,D020,2025-12-26,11,0
S008,D020,2025-12-27,44,0
S008,D020,2025-12-28,34,0
S008,D020,2025-12-29,27,0
S008,D025,2025-12-16,38,0
S008,D025,2025-12-17,36,0
S008,D025,2025-12-18,24,0
S008,D025,2025-12-19,17,0
S008,D025,2025-12-20,19,0
S008,D025,2025-12-21,40,0
S008,D025,2025-12-22,44,0
S008,D025,2025-12-23,24,0
S008,D025,2025-12-24,32,0
S008,D025,2025-12-25,10,0
S008,D025,2025-12-26,25,0
S008,D025,2025-12-27,38,0
S008,D025,2025-12-28,28,0
S008,D025,2025-12-29,37,0
S008,D032,2025-12-16,17,0
S008,D032,2025-12-17,15,0
S008,D032,2025-12-18,35,0
S008,D032,2025-12-19,31,0
S008,D032,2025-12-20,14,0
S008,D032,2025-12-21,13,0
S008,D032,2025-12-22,9,0
S008,D032,2025-12-23,10,0
S008,D032,2025-12-24,20,0
S008,D032,2025-12-25,42,0
S008,D032,2025-12-26,14,0
S008,D032,2025-12-27,15,0
S008,D032,2025-12-28,32,0
S008,D032,2025-12-29,25,0
S008,D034,2025-12-16,6,1
S008,D034,2025-12-17,34,0
S008,D034,2025-12-18,33,0
S008,D034,2025-12-19,27,0
S008,D034,2025-12-20,30,0
S008,D034,2025-12-21,37,0
S008,D034,2025-12-22,39,0
S008,D034,2025-12-23,25,0
S008,D034,2025-12-24,9,0
S008,D034,2025-12-25,43,0
S008,D034,2025-12-26,8,0
S008,D034,2025-12-27,14,0
S008,D034,2025-12-28,25,0
S008,D034,2025-12-29,19,0
S008,D036,2025-12-16,20,0
S008,D036,2025-12-17,32,0
S008,D036,2025-12-18,28,0
S008,D036,2025-12-19,21,0
S008,D036,2025-12-20,39,0
S008,D036,2025-12-21,8,0
S008,D036,2025-12-22,23,0
S008,D036,2025-12-23,8,0
S008,D036,2025-12-24,28,0
S008,D036,2025-12-25,15,0
S008,D036,2025-12-26,22,0
S008,D036,2025-12-27,12,0
S008,D036,2025-12-28,43,0
S008,D036,2025-12-29,41,0
S008,D042,2025-12-16,23,0
S008,D042,2025-12-17,28,0
S008,D042,2025-12-18,14,0
S008,D042,2025-12-19,27,0
S008,D042,2025-12-20,25,0
S008,D042,2025-12-21,23,0
S008,D042,2025-12-22,30,0
S008,D042,2025-12-23,42,0
S008,D042,2025-12-24,9,0
S008,D042,2025-12-25,38,0
S008,D042,2025-12-26,33,0
S008,D042,2025-12-27,32,0
S008,D042,2025-12-28,23,0
S008,D042,2025-12-29,7,1
S008,D044,2025-12-16,43,0
S008,D044,2025-12-17,35,0
S008,D044,2025-12-18,10,0
S008,D044,2025-12-19,24,0
S008,D044,2025-12-20,29,0
S008,D044,2025-12-21,18,0
S008,D044,2025-12-22,44,0
S008,D044,2025-12-23,25,0
S008,D044,2025-12-24,14,0
S008,D044,2025-12-25,25,0
S008,D044,2025-12-26,18,0
S008,D044,2025-12-27,17,0
S008,D044,2025-12-28,19,0
S008,D044,2025-12-29,43,0
S008,D049,2025-12-16,10,0
S008,D049,2025-12-17,41,0
S008,D049,2025-12-18,40,0
S008,D049,2025-12-19,42,0
S008,D049,2025-12-20,38,0
S008,D049,2025-12-21,13,0
S008,D049,2025-12-22,42,0
S008,D049,2025-12-23,38,0
S008,D049,2025-12-24,18,0
S008,D049,2025-12-25,14,0
S008,D049,2025-12-26,42,0
S008,D049,2025-12-27,34,0
S008,D049,2025-12-28,10,0
S008,D049,2025-12-29,43,0
S009,D011,2025-12-16,39,0
S009,D011,2025-12-17,41,0
S009,D011,2025-12-18,27,0
S009,D011,2025-12-19,13,0
S009,D011,2025-12-20,31,0
S009,D011,2025-12-21,18,0
S009,D011,2025-12-22,6,0
S009,D011,2025-12-23,32,0
S009,D011,2025-12-24,13,0
S009,D011,2025-12-25,30,0
S009,D011,2025-12-26,26,0
S009,D011,2025-12-27,43,0
S009,D011,2025-12-28,21,0
S009,D011,2025-12-29,34,0
S009,D012,2025-12-16,6,0
S009,D012,2025-12-17,30,0
S009,D012,2025-12-18,37,0
S009,D012,2025-12-19,20,0
S009,D012,2025-12-20,24,0
S009,D012,2025-12-21,15,0
S009,D012,2025-12-22,32,0
S009,D012,2025-12-23,17,0
S009,D012,2025-12-24,43,0
S009,D012,2025-12-25,25,0
S009,D012,2025-12-26,26,0
S009,D012,2025-12-27,30,0
S009,D012,2025-12-28,38,0
S009,D012,2025-12-29,23,0
S009,D014,2025-12-16,18,0
S009,D014,2025-12-17,8,0
S009,D014,2025-12-18,42,0
S009,D014,2025-12-19,36,0
S009,D014,2025-12-20,14,0
S009,D014,2025-12-21,15,0
S009,D014,2025-12-22,8,0
S009,D014,2025-12-23,41,0
S009,D014,2025-12-24,14,0
S009,D014,2025-12-25,39,0
S009,D014,2025-12-26,37,0
S009,D014,2025-12-27,38,0
S009,D014,2025-12-28,41,0
S009,D014,2025-12-29,40,0
S009,D019,2025-12-16,20,0
S009,D019,2025-12-17,18,0
S009,D019,2025-12-18,12,0
S009,D019,2025-12-19,9,0
S009,D019,2025-12-20,8,0
S009,D019,2025-12-21,6,0
S009,D019,2025-12-22,14,0
S009,D019,2025-12-23,21,0
S009,D019,2025-12-24,37,0
S009,D019,2025-12-25,19,0
S009,D019,2025-12-26,14,0
S009,D019,2025-12-27,24,0
S009,D019,2025-12-28,12,0
S009,D019,2025-12-29,38,0
S009,D020,2025-12-16,12,0
S009,D020,2025-12-17,28,0
S009,D020,2025-12-18,13,0
S009,D020,2025-12-19,6,1
S009,D020,2025-12-20,10,0
S009,D020,2025-12-21,14,0
S009,D020,2025-12-22,31,0
S009,D020,2025-12-23,13,0
S009,D020,2025-12-24,15,0
S009,D020,2025-12-25,24,0
S009,D020,2025-12-26,15,0
S009,D020,2025-12-27,36,0
S009,D020,2025-12-28,18,0
S009,D020,2025-12-29,21,0
S009,D030,2025-12-16,28,0
S009,D030,2025-12-17,16,0
S009,D030,2025-12-18,27,0
S009,D030,2025-12-19,32,0
S009,D030,2025-12-20,42,0
S009,D030,2025-12-21,38,0
S009,D030,2025-12-22,30,0
S009,D030,2025-12-23,34,0
S009,D030,2025-12-24,16,0
S009,D030,2025-12-25,18,0
S009,D030,2025-12-26,14,0
S009,D030,2025-12-27,29,0
S009,D030,2025-12-28,19,0
S009,D030,2025-12-29,17,0
S009,D033,2025-12-16,44,0
S009,D033,2025-12-17,32,0
S009,D033,2025-12-18,30,0
S009,D033,2025-12-19,24,0
S009,D033,2025-12-20,16,0
S009,D033,2025-12-21,41,0
S009,D033,2025-12-22,11,0
S009,D033,2025-12-23,29,0
S009,D033,2025-12-24,11,0
S009,D033,2025-12-25,9,0
S009,D033,2025-12-26,41,0
S009,D033,2025-12-27,21,0
S009,D033,2025-12-28,26,0
S009,D033,2025-12-29,28,0
S009,D034,2025-12-16,21,0
S009,D034,2025-12-17,20,0
S009,D034,2025-12-18,40,0
S009,D034,2025-12-19,16,0
S009,D034,2025-12-20,35,0
S009,D034,2025-12-21,41,0
S009,D034,2025-12-22,40,0
S009,D034,2025-12-23,38,0
S009,D034,2025-12-24,12,0
S009,D034,2025-12-25,28,0
S009,D034,2025-12-26,25,0
S009,D034,2025-12-27,14,0
S009,D034,2025-12-28,17,0
S009,D034,2025-12-29,12,0
S009,D038,2025-12-16,30,0
S009,D038,2025-12-17,33,0
S009,D038,2025-12-18,32,0
S009,D038,2025-12-19,28,0
S009,D038,2025-12-20,29,0
S009,D038,2025-12-21,28,0
S009,D038,2025-12-22,29,0
S009,D038,2025-12-23,32,0
S009,D038,2025-12-24,14,0
S009,D038,2025-12-25,31,0
S009,D038,2025-12-26,23,0
S009,D038,2025-12-27,31,0
S009,D038,2025-12-28,25,0
S009,D038,2025-12-29,19,0
S009,D045,2025-12-16,40,0
S009,D045,2025-12-17,44,0
S009,D045,2025-12-18,9,0
S009,D045,2025-12-19,38,0
