basket_id,customer_id,store_id,date,sku_id,qty,price,promo_flag
B005503,CU6518,S007,2025-12-12,C006,1,22.0,0
B005504,CU7553,S007,2025-12-12,D058,2,104.98,0
B005504,CU7553,S007,2025-12-12,W006,1,9.9,0
B005505,CU1041,S007,2025-12-12,D035,2,119.48,0
B005506,CU1999,S007,2025-12-12,D007,2,66.0,1
B005506,CU1999,S007,2025-12-12,W001,1,18.9,0
B005507,CU3199,S007,2025-12-12,D004,1,80.11,0
B005508,CU2009,S007,2025-12-12,D013,1,66.87,0
B005508,CU2009,S007,2025-12-12,W005,2,12.9,0
B005509,CU7176,S007,2025-12-12,D015,1,77.47,1
B005509,CU7176,S007,2025-12-12,C003,1,35.0,0
B005510,CU5306,S007,2025-12-12,D035,2,110.33,1
B005511,CU6518,S007,2025-12-12,D039,1,92.0,0
B005511,CU6518,S007,2025-12-12,W001,2,18.9,0
B005511,CU6518,S007,2025-12-12,C006,1,42.0,0
B005512,CU7909,S007,2025-12-12,D007,1,70.89,0
B005513,CU1547,S007,2025-12-12,D004,1,79.55,0
B005513,CU1547,S007,2025-12-12,C001,1,42.0,0
B005514,CU1754,S007,2025-12-12,D031,2,77.42,0
B005514,CU1754,S007,2025-12-12,W005,1,9.9,1
B005515,CU8263,S007,2025-12-12,D035,2,120.12,0
B005516,CU5834,S007,2025-12-12,D019,1,66.91,1
B005517,CU2415,S007,2025-12-12,D014,1,64.49,0
B005517,CU2415,S007,2025-12-12,C005,1,22.0,0
B005518,CU4014,S007,2025-12-12,D031,1,70.7,1
B005518,CU4014,S007,2025-12-12,W006,1,18.9,0
B005518,CU4014,S007,2025-12-12,C002,1,28.0,0
B005519,CU8943,S007,2025-12-12,D046,1,99.33,0
B005519,CU8943,S007,2025-12-12,W004,1,15.9,0
B005520,CU5112,S007,2025-12-12,D058,1,107.26,0
B005520,CU5112,S007,2025-12-12,C002,1,42.0,0
B005521,CU4884,S007,2025-12-13,D007,1,70.16,0
B005522,CU9287,S007,2025-12-13,D014,1,64.97,0
B005523,CU4601,S007,2025-12-13,D024,1,115.77,0
B005524,CU1552,S007,2025-12-13,D016,1,87.05,0
B005524,CU1552,S007,2025-12-13,W007,2,12.9,0
B005524,CU1552,S007,2025-12-13,C002,1,22.0,0
B005525,CU9551,S007,2025-12-13,D014,1,65.71,0
B005525,CU9551,S007,2025-12-13,W004,2,12.9,0
B005525,CU9551,S007,2025-12-13,C002,1,22.0,0
B005526,CU9932,S007,2025-12-13,D021,2,95.78,0
B005526,CU9932,S007,2025-12-13,W003,1,18.9,1
B005527,CU3160,S007,2025-12-13,D013,1,63.96,0
B005527,CU3160,S007,2025-12-13,W008,1,15.9,1
B005528,CU5479,S007,2025-12-13,D031,1,76.13,0
B005528,CU5479,S007,2025-12-13,C003,1,22.0,0
B005529,CU7823,S007,2025-12-13,D016,2,84.67,0
B005529,CU7823,S007,2025-12-13,W005,1,18.9,0
B005530,CU5912,S007,2025-12-13,D024,1,106.82,1
B005531,CU4614,S007,2025-12-13,D013,1,66.02,0
B005531,CU4614,S007,2025-12-13,W008,2,9.9,0
B005532,CU8742,S007,2025-12-13,D014,1,60.9,1
B005532,CU8742,S007,2025-12-13,W008,2,15.9,1
B005532,CU8742,S007,2025-12-13,C003,1,28.0,0
B005533,CU3093,S007,2025-12-13,D024,1,113.97,0
B005533,CU3093,S007,2025-12-13,W001,2,12.9,0
B005533,CU3093,S007,2025-12-13,C005,1,22.0,0
B005534,CU8452,S007,2025-12-13,D024,2,111.26,0
B005535,CU3527,S007,2025-12-13,D002,1,62.0,0
B005535,CU3527,S007,2025-12-13,W006,1,18.9,0
B005536,CU6417,S007,2025-12-13,D046,1,103.68,0
B005536,CU6417,S007,2025-12-13,W004,2,15.9,0
B005536,CU6417,S007,2025-12-13,C004,1,35.0,0
B005537,CU7377,S007,2025-12-13,D015,1,86.11,0
B005537,CU7377,S007,2025-12-13,W001,1,15.9,1
B005538,CU4508,S007,2025-12-13,D046,1,100.28,0
B005538,CU4508,S007,2025-12-13,W007,1,18.9,0
B005539,CU5974,S007,2025-12-13,D019,1,72.09,0
B005539,CU5974,S007,2025-12-13,W002,2,18.9,0
B005540,CU2813,S007,2025-12-13,D039,1,92.04,0
B005540,CU2813,S007,2025-12-13,W006,1,12.9,0
B005541,CU5359,S007,2025-12-14,D021,1,93.22,0
B005541,CU5359,S007,2025-12-14,C002,1,22.0,0
B005542,CU1871,S007,2025-12-14,D024,2,111.95,0
B005542,CU1871,S007,2025-12-14,W007,1,12.9,0
B005543,CU5730,S007,2025-12-14,D019,1,73.13,0
B005543,CU5730,S007,2025-12-14,W001,2,15.9,0
B005544,CU1329,S007,2025-12-14,D014,1,65.63,0
B005545,CU9067,S007,2025-12-14,D035,2,115.71,0
B005545,CU9067,S007,2025-12-14,W006,1,15.9,0
B005545,CU9067,S007,2025-12-14,C001,1,35.0,0
B005546,CU3046,S007,2025-12-14,D031,2,75.83,0
B005547,CU7003,S007,2025-12-14,D004,1,80.03,0
B005547,CU7003,S007,2025-12-14,W006,1,18.9,0
B005548,CU9620,S007,2025-12-14,D015,1,85.9,0
B005548,CU9620,S007,2025-12-14,W005,1,9.9,0
B005548,CU9620,S007,2025-12-14,C005,1,22.0,0
B005549,CU1132,S007,2025-12-14,D007,1,69.99,0
B005550,CU9969,S007,2025-12-14,D007,1,68.44,0
B005550,CU9969,S007,2025-12-14,W004,1,18.9,0
B005551,CU1078,S007,2025-12-14,D023,1,111.36,0
B005552,CU6997,S007,2025-12-14,D039,1,91.3,0
B005552,CU6997,S007,2025-12-14,C005,1,35.0,0
B005553,CU1802,S007,2025-12-14,D031,1,73.79,1
B005554,CU7026,S007,2025-12-14,D021,2,91.83,0
B005554,CU7026,S007,2025-12-14,W006,1,9.9,1
B005555,CU7993,S007,2025-12-14,D058,1,103.89,0
B005555,CU7993,S007,2025-12-14,W004,1,9.9,0
B005556,CU1128,S007,2025-12-14,D016,2,83.62,0
B005557,CU9071,S007,2025-12-14,D058,1,104.33,0
B005557,CU9071,S007,2025-12-14,W003,1,15.9,0
B005558,CU5523,S007,2025-12-14,D015,2,85.88,0
B005558,CU5523,S007,2025-12-14,C003,1,28.0,1
B005559,CU3747,S007,2025-12-14,D004,1,79.89,0
B005559,CU3747,S007,2025-12-14,W004,2,18.9,0
B005560,CU3167,S007,2025-12-14,D013,1,63.94,0
B005561,CU5803,S007,2025-12-15,D038,2,71.6,0
B005562,CU2264,S007,2025-12-15,D024,2,101.79,1
B005563,CU1761,S007,2025-12-15,D015,2,84.36,0
B005563,CU1761,S007,2025-12-15,W008,1,18.9,1
B005564,CU7822,S007,2025-12-15,D023,2,102.6,1
B005564,CU7822,S007,2025-12-15,C001,1,22.0,0
B005565,CU9331,S007,2025-12-15,D031,1,70.2,1
B005566,CU2762,S007,2025-12-15,D015,1,84.51,0
B005566,CU2762,S007,2025-12-15,C002,1,35.0,0
B005567,CU8190,S007,2025-12-15,D002,1,62.34,0
B005567,CU8190,S007,2025-12-15,W002,1,18.9,0
B005568,CU2740,S007,2025-12-15,D026,1,68.13,0
B005568,CU2740,S007,2025-12-15,W005,1,12.9,0
B005569,CU5148,S007,2025-12-15,D038,1,74.68,0
B005569,CU5148,S007,2025-12-15,W002,1,12.9,0
B005570,CU9590,S007,2025-12-15,D035,1,117.04,0
B005571,CU8793,S007,2025-12-15,D004,1,80.6,0
B005571,CU8793,S007,2025-12-15,W003,1,15.9,0
B005571,CU8793,S007,2025-12-15,C006,1,35.0,0
B005572,CU2825,S007,2025-12-15,D039,1,92.81,0
B005572,CU2825,S007,2025-12-15,W001,2,18.9,0
B005573,CU7003,S007,2025-12-15,D026,1,63.74,1
B005573,CU7003,S007,2025-12-15,W005,1,15.9,0
B005574,CU8098,S007,2025-12-15,D031,2,73.94,1
B005574,CU8098,S007,2025-12-15,W007,1,12.9,0
B005575,CU2539,S007,2025-12-15,D031,1,73.73,1
B005575,CU2539,S007,2025-12-15,W003,1,9.9,0
B005575,CU2539,S007,2025-12-15,C001,1,22.0,0
B005576,CU8832,S007,2025-12-15,D039,1,93.64,0
B005576,CU8832,S007,2025-12-15,W003,1,18.9,0
B005577,CU3299,S007,2025-12-15,D004,1,81.99,0
B005577,CU3299,S007,2025-12-15,W003,2,12.9,0
B005578,CU3594,S007,2025-12-15,D039,1,91.33,0
B005579,CU1107,S007,2025-12-15,D014,1,65.12,0
B005579,CU1107,S007,2025-12-15,C005,1,42.0,0
B005580,CU6860,S007,2025-12-15,D039,1,95.64,0
B005580,CU6860,S007,2025-12-15,W001,1,15.9,0
B005581,CU8830,S007,2025-12-16,D024,1,106.92,1
B005582,CU7138,S007,2025-12-16,D021,1,84.87,1
B005582,CU7138,S007,2025-12-16,W007,1,12.9,0
B005583,CU2039,S007,2025-12-16,D024,2,112.49,0
B005583,CU2039,S007,2025-12-16,W002,2,15.9,0
B005583,CU2039,S007,2025-12-16,C002,1,22.0,0
B005584,CU1269,S007,2025-12-16,D014,1,66.94,0
B005584,CU1269,S007,2025-12-16,W004,1,12.9,0
B005585,CU6807,S007,2025-12-16,D035,2,116.95,0
B005585,CU6807,S007,2025-12-16,W002,1,18.9,0
B005586,CU1361,S007,2025-12-16,D015,1,85.03,0
B005587,CU7543,S007,2025-12-16,D046,1,95.0,1
B005587,CU7543,S007,2025-12-16,W004,2,9.9,0
B005588,CU8757,S007,2025-12-16,D031,1,77.23,0
B005588,CU8757,S007,2025-12-16,W008,1,9.9,1
B005588,CU8757,S007,2025-12-16,C004,1,28.0,0
B005589,CU5358,S007,2025-12-16,D014,2,65.47,0
B005589,CU5358,S007,2025-12-16,C003,1,28.0,0
B005590,CU7505,S007,2025-12-16,D026,1,69.88,0
B005591,CU8962,S007,2025-12-16,D026,1,67.98,0
B005591,CU8962,S007,2025-12-16,W001,1,15.9,0
B005591,CU8962,S007,2025-12-16,C006,1,42.0,0
B005592,CU8555,S007,2025-12-16,D021,1,91.7,0
B005592,CU8555,S007,2025-12-16,W007,1,15.9,0
B005592,CU8555,S007,2025-12-16,C006,1,35.0,0
B005593,CU2359,S007,2025-12-16,D058,1,106.06,0
B005594,CU6360,S007,2025-12-16,D004,2,82.76,0
B005594,CU6360,S007,2025-12-16,W005,2,15.9,0
B005595,CU4919,S007,2025-12-16,D013,1,64.79,0
B005596,CU4682,S007,2025-12-16,D007,1,68.97,0
B005596,CU4682,S007,2025-12-16,C001,1,22.0,0
B005597,CU9562,S007,2025-12-16,D031,1,79.26,0
B005597,CU9562,S007,2025-12-16,C005,1,35.0,0
B005598,CU4827,S007,2025-12-16,D039,1,92.09,0
B005598,CU4827,S007,2025-12-16,W001,1,18.9,0
B005599,CU3500,S007,2025-12-16,D004,1,75.19,1
B005600,CU6793,S007,2025-12-16,D016,1,78.71,1
B005600,CU6793,S007,2025-12-16,W005,1,9.9,0
B005601,CU3591,S007,2025-12-17,D007,1,70.21,0
B005601,CU3591,S007,2025-12-17,W005,1,9.9,0
B005602,CU4719,S007,2025-12-17,D019,2,73.85,0
B005602,CU4719,S007,2025-12-17,C005,1,28.0,0
B005603,CU8098,S007,2025-12-17,D038,2,74.88,0
B005603,CU8098,S007,2025-12-17,W008,1,12.9,1
B005604,CU4803,S007,2025-12-17,D024,1,113.79,0
B005604,CU4803,S007,2025-12-17,W002,2,12.9,0
B005605,CU3512,S007,2025-12-17,D014,1,65.17,0
B005605,CU3512,S007,2025-12-17,W001,2,9.9,0
B005605,CU3512,S007,2025-12-17,C004,1,35.0,0
B005606,CU2030,S007,2025-12-17,D021,2,93.66,0
B005606,CU2030,S007,2025-12-17,W008,1,18.9,0
B005607,CU4305,S007,2025-12-17,D007,1,69.03,0
B005607,CU4305,S007,2025-12-17,W004,1,12.9,0
B005608,CU5451,S007,2025-12-17,D007,2,64.57,1
B005608,CU5451,S007,2025-12-17,W006,1,9.9,1
B005609,CU1217,S007,2025-12-17,D031,1,76.46,0
B005610,CU5293,S007,2025-12-17,D046,2,97.76,1
B005611,CU9817,S007,2025-12-17,D014,1,64.51,0
B005611,CU9817,S007,2025-12-17,W006,1,18.9,0
B005612,CU3144,S007,2025-12-17,D004,2,82.71,0
B005612,CU3144,S007,2025-12-17,W001,2,15.9,0
B005612,CU3144,S007,2025-12-17,C006,1,22.0,0
B005613,CU8763,S007,2025-12-17,D026,2,67.96,0
B005613,CU8763,S007,2025-12-17,W008,1,18.9,0
B005614,CU3613,S007,2025-12-17,D019,1,72.42,0
B005614,CU3613,S007,2025-12-17,W008,1,18.9,0
B005615,CU2612,S007,2025-12-17,D021,2,92.62,0
B005615,CU2612,S007,2025-12-17,W007,1,12.9,0
B005616,CU3551,S007,2025-12-17,D015,1,85.77,0
B005616,CU3551,S007,2025-12-17,C003,1,35.0,0
B005617,CU3846,S007,2025-12-17,D015,1,87.54,0
B005618,CU5628,S007,2025-12-17,D002,2,58.76,1
B005618,CU5628,S007,2025-12-17,W003,1,12.9,0
B005619,CU7140,S007,2025-12-17,D014,1,64.74,0
B005619,CU7140,S007,2025-12-17,W005,2,9.9,0
B005620,CU1728,S007,2025-12-17,D039,1,93.88,0
B005621,CU5701,S007,2025-12-18,D026,1,67.79,0
B005621,CU5701,S007,2025-12-18,C001,1,42.0,0
B005622,CU8314,S007,2025-12-18,D002,1,62.15,0
B005623,CU1112,S007,2025-12-18,D038,1,74.64,0
B005623,CU1112,S007,2025-12-18,W007,1,12.9,0
B005624,CU5324,S007,2025-12-18,D058,2,107.49,0
B005624,CU5324,S007,2025-12-18,W006,2,9.9,0
B005625,CU1796,S007,2025-12-18,D014,2,61.68,1
B005625,CU1796,S007,2025-12-18,W004,2,12.9,0
B005626,CU9211,S007,2025-12-18,D016,1,83.95,0
B005626,CU9211,S007,2025-12-18,W001,1,18.9,0
B005627,CU1747,S007,2025-12-18,D035,1,114.82,0
B005627,CU1747,S007,2025-12-18,W001,1,9.9,0
B005627,CU1747,S007,2025-12-18,C002,1,42.0,0
B005628,CU3653,S007,2025-12-18,D031,1,71.07,1
B005629,CU5645,S007,2025-12-18,D015,1,78.8,1
B005629,CU5645,S007,2025-12-18,W008,2,9.9,0
B005630,CU5922,S007,2025-12-18,D021,1,88.77,1
B005631,CU8741,S007,2025-12-18,D039,2,90.15,1
B005632,CU6696,S007,2025-12-18,D016,2,84.31,0
B005633,CU5560,S007,2025-12-18,D015,1,85.16,0
B005634,CU3820,S007,2025-12-18,D004,1,82.38,0
B005634,CU3820,S007,2025-12-18,W002,1,9.9,0
B005634,CU3820,S007,2025-12-18,C003,1,28.0,0
B005635,CU9976,S007,2025-12-18,D013,1,59.02,1
B005635,CU9976,S007,2025-12-18,W003,1,9.9,0
B005635,CU9976,S007,2025-12-18,C004,1,35.0,0
B005636,CU8456,S007,2025-12-18,D024,1,111.83,0
B005636,CU8456,S007,2025-12-18,W004,1,12.9,0
B005636,CU8456,S007,2025-12-18,C003,1,35.0,0
B005637,CU8635,S007,2025-12-18,D026,2,69.95,0
B005637,CU8635,S007,2025-12-18,W006,1,9.9,0
B005638,CU4864,S007,2025-12-18,D014,2,61.82,1
B005638,CU4864,S007,2025-12-18,W003,1,15.9,0
B005639,CU2601,S007,2025-12-18,D019,2,73.46,0
B005639,CU2601,S007,2025-12-18,W002,1,9.9,0
B005639,CU2601,S007,2025-12-18,C003,1,35.0,0
B005640,CU9058,S007,2025-12-18,D024,1,116.0,0
B005641,CU5391,S007,2025-12-19,D013,1,65.15,0
B005641,CU5391,S007,2025-12-19,W003,1,18.9,0
B005642,CU3418,S007,2025-12-19,D013,1,60.98,1
B005642,CU3418,S007,2025-12-19,W008,2,9.9,0
B005643,CU1288,S007,2025-12-19,D016,1,86.98,0
B005644,CU8550,S007,2025-12-19,D013,2,64.45,0
B005645,CU1956,S007,2025-12-19,D004,1,79.38,0
B005645,CU1956,S007,2025-12-19,W003,1,18.9,1
B005646,CU7352,S007,2025-12-19,D031,1,70.14,1
B005647,CU2268,S007,2025-12-19,D007,1,68.52,0
B005647,CU2268,S007,2025-12-19,W003,1,18.9,0
B005648,CU1364,S007,2025-12-19,D013,1,59.29,1
B005648,CU1364,S007,2025-12-19,W005,2,15.9,0
B005649,CU2871,S007,2025-12-19,D039,2,94.71,0
B005650,CU1570,S007,2025-12-19,D004,1,77.74,1
B005650,CU1570,S007,2025-12-19,W008,2,9.9,0
B005651,CU3660,S007,2025-12-19,D004,1,74.08,1
B005651,CU3660,S007,2025-12-19,W003,1,18.9,0
B005651,CU3660,S007,2025-12-19,C003,1,35.0,0
B005652,CU4300,S007,2025-12-19,D058,1,106.66,0
B005653,CU1989,S007,2025-12-19,D016,1,84.33,0
B005654,CU3361,S007,2025-12-19,D015,1,84.5,0
B005655,CU2078,S007,2025-12-19,D035,1,115.45,0
B005656,CU7798,S007,2025-12-19,D002,1,61.93,0
B005657,CU1314,S007,2025-12-19,D058,1,105.13,0
B005657,CU1314,S007,2025-12-19,C001,1,42.0,1
B005658,CU2954,S007,2025-12-19,D002,1,61.84,0
B005658,CU2954,S007,2025-12-19,W004,1,12.9,0
B005658,CU2954,S007,2025-12-19,C003,1,42.0,1
B005659,CU6259,S007,2025-12-19,D038,1,72.38,0
B005660,CU4404,S007,2025-12-19,D023,1,111.03,0
B005661,CU6589,S007,2025-12-20,D014,2,66.61,0
B005661,CU6589,S007,2025-12-20,W007,1,12.9,0
B005662,CU4020,S007,2025-12-20,D021,1,93.96,0
B005663,CU6774,S007,2025-12-20,D019,1,73.74,0
B005664,CU6125,S007,2025-12-20,D038,1,65.9,1
B005664,CU6125,S007,2025-12-20,W002,2,9.9,0
B005664,CU6125,S007,2025-12-20,C004,1,22.0,0
B005665,CU6669,S007,2025-12-20,D026,1,68.27,0
B005665,CU6669,S007,2025-12-20,C001,1,42.0,0
B005666,CU5874,S007,2025-12-20,D035,1,116.67,0
B005666,CU5874,S007,2025-12-20,W002,2,12.9,0
B005667,CU9801,S007,2025-12-20,D004,1,80.85,0
B005667,CU9801,S007,2025-12-20,W005,2,12.9,0
B005668,CU3441,S007,2025-12-20,D035,1,117.95,0
B005669,CU4812,S007,2025-12-20,D024,1,115.15,0
B005669,CU4812,S007,2025-12-20,C002,1,35.0,0
B005670,CU1021,S007,2025-12-20,D004,1,82.96,0
B005670,CU1021,S007,2025-12-20,C005,1,22.0,0
B005671,CU6836,S007,2025-12-20,D026,2,67.91,0
B005671,CU6836,S007,2025-12-20,W006,2,9.9,0
B005672,CU1865,S007,2025-12-20,D038,2,71.9,0
B005672,CU1865,S007,2025-12-20,W001,2,9.9,0
B005672,CU1865,S007,2025-12-20,C006,1,28.0,1
B005673,CU7844,S007,2025-12-20,D013,1,66.9,0
B005673,CU7844,S007,2025-12-20,W008,2,18.9,0
B005673,CU7844,S007,2025-12-20,C002,1,22.0,0
B005674,CU1271,S007,2025-12-20,D014,2,64.75,0
B005674,CU1271,S007,2025-12-20,W001,1,18.9,0
B005675,CU2607,S007,2025-12-20,D023,1,114.45,0
B005675,CU2607,S007,2025-12-20,W003,2,9.9,0
B005676,CU7244,S007,2025-12-20,D021,1,95.01,0
B005676,CU7244,S007,2025-12-20,W002,1,12.9,0
B005676,CU7244,S007,2025-12-20,C004,1,35.0,0
B005677,CU8581,S007,2025-12-20,D002,1,60.16,0
B005678,CU8633,S007,2025-12-20,D039,2,95.31,0
B005678,CU8633,S007,2025-12-20,C003,1,28.0,0
B005679,CU5092,S007,2025-12-20,D046,1,101.97,0
B005679,CU5092,S007,2025-12-20,W004,1,15.9,0
B005680,CU3828,S007,2025-12-20,D021,1,95.27,0
B005680,CU3828,S007,2025-12-20,W001,1,18.9,0
B005681,CU1846,S007,2025-12-21,D039,2,92.8,0
B005681,CU1846,S007,2025-12-21,W008,1,18.9,0
B005682,CU1334,S007,2025-12-21,D021,1,92.38,0
B005683,CU2930,S007,2025-12-21,D007,2,68.76,0
B005683,CU2930,S007,2025-12-21,W008,2,12.9,0
B005684,CU2338,S007,2025-12-21,D035,1,116.44,0
B005685,CU4347,S007,2025-12-21,D026,1,62.95,1
B005686,CU6081,S007,2025-12-21,D014,1,65.77,0
B005687,CU5904,S007,2025-12-21,D031,2,75.6,0
B005688,CU3482,S007,2025-12-21,D038,1,73.12,0
B005689,CU9525,S007,2025-12-21,D007,1,62.34,1
B005690,CU2831,S007,2025-12-21,D039,1,95.21,0
B005691,CU6683,S007,2025-12-21,D013,1,64.74,0
B005691,CU6683,S007,2025-12-21,W004,1,12.9,0
B005692,CU1176,S007,2025-12-21,D002,1,61.81,0
B005692,CU1176,S007,2025-12-21,W004,2,9.9,0
B005693,CU7480,S007,2025-12-21,D038,1,74.61,0
B005694,CU6333,S007,2025-12-21,D014,2,63.91,0
B005695,CU9437,S007,2025-12-21,D039,1,92.82,0
B005696,CU5349,S007,2025-12-21,D035,1,117.17,0
B005697,CU7954,S007,2025-12-21,D031,2,78.46,0
B005697,CU7954,S007,2025-12-21,W008,2,18.9,1
B005698,CU2414,S007,2025-12-21,D046,1,91.59,1
B005698,CU2414,S007,2025-12-21,W002,1,18.9,0
B005699,CU5420,S007,2025-12-21,D004,2,79.47,0
B005699,CU5420,S007,2025-12-21,W001,2,12.9,0
B005700,CU2616,S007,2025-12-21,D021,1,91.61,0
B005701,CU9011,S007,2025-12-22,D046,1,102.56,0
B005702,CU9775,S007,2025-12-22,D046,1,97.27,1
B005703,CU9037,S007,2025-12-22,D004,1,82.42,0
B005703,CU9037,S007,2025-12-22,W008,1,18.9,0
B005704,CU7637,S007,2025-12-22,D013,1,61.59,1
B005704,CU7637,S007,2025-12-22,W003,1,15.9,0
B005705,CU9362,S007,2025-12-22,D015,2,87.29,0
B005705,CU9362,S007,2025-12-22,W004,1,18.9,0
B005706,CU6785,S007,2025-12-22,D021,2,91.93,0
B005706,CU6785,S007,2025-12-22,W006,1,12.9,0
B005707,CU2948,S007,2025-12-22,D013,2,64.36,0
B005707,CU2948,S007,2025-12-22,W008,1,12.9,0
B005708,CU8653,S007,2025-12-22,D021,2,95.59,0
B005708,CU8653,S007,2025-12-22,W005,1,18.9,0
B005709,CU9553,S007,2025-12-22,D019,2,74.02,0
B005709,CU9553,S007,2025-12-22,C005,1,35.0,0
B005710,CU8639,S007,2025-12-22,D058,1,103.09,0
B005711,CU9992,S007,2025-12-22,D002,1,58.4,1
B005711,CU9992,S007,2025-12-22,W004,1,12.9,0
B005711,CU9992,S007,2025-12-22,C001,1,22.0,0
B005712,CU1111,S007,2025-12-22,D004,1,82.35,0
B005712,CU1111,S007,2025-12-22,W007,2,12.9,0
B005713,CU3818,S007,2025-12-22,D004,2,76.25,1
B005714,CU7934,S007,2025-12-22,D002,1,62.45,0
B005714,CU7934,S007,2025-12-22,W001,1,15.9,0
B005715,CU5196,S007,2025-12-22,D035,2,119.42,0
B005715,CU5196,S007,2025-12-22,W006,1,9.9,0
B005716,CU5988,S007,2025-12-22,D046,1,102.81,0
B005717,CU4466,S007,2025-12-22,D031,1,78.35,0
B005718,CU9859,S007,2025-12-22,D019,2,72.86,0
B005718,CU9859,S007,2025-12-22,C006,1,22.0,0
B005719,CU4362,S007,2025-12-22,D015,1,87.25,0
B005720,CU7968,S007,2025-12-22,D031,1,77.41,0
B005720,CU7968,S007,2025-12-22,C004,1,28.0,0
B005721,CU5422,S007,2025-12-23,D031,1,78.61,0
B005721,CU5422,S007,2025-12-23,W008,1,18.9,0
B005722,CU7170,S007,2025-12-23,D035,1,117.61,0
B005722,CU7170,S007,2025-12-23,W003,1,9.9,0
B005723,CU5154,S007,2025-12-23,D002,2,62.19,0
B005724,CU6290,S007,2025-12-23,D007,1,67.8,0
B005725,CU6993,S007,2025-12-23,D035,1,119.34,0
B005725,CU6993,S007,2025-12-23,W004,1,18.9,0
B005726,CU7802,S007,2025-12-23,D016,1,83.6,0
B005726,CU7802,S007,2025-12-23,W006,2,18.9,0
B005727,CU1796,S007,2025-12-23,D058,2,107.04,0
B005728,CU2938,S007,2025-12-23,D004,2,75.35,1
B005728,CU2938,S007,2025-12-23,W006,2,18.9,0
B005728,CU2938,S007,2025-12-23,C005,1,28.0,0
B005729,CU5436,S007,2025-12-23,D013,2,64.16,0
B005729,CU5436,S007,2025-12-23,W001,2,18.9,0
B005730,CU9283,S007,2025-12-23,D046,1,103.33,0
B005731,CU2327,S007,2025-12-23,D014,2,66.15,0
B005731,CU2327,S007,2025-12-23,W007,1,15.9,0
B005732,CU2712,S007,2025-12-23,D031,1,76.43,0
B005733,CU2359,S007,2025-12-23,D038,1,72.26,0
B005733,CU2359,S007,2025-12-23,W003,1,12.9,0
B005734,CU6317,S007,2025-12-23,D007,1,68.52,0
B005734,CU6317,S007,2025-12-23,W005,2,9.9,0
B005735,CU1246,S007,2025-12-23,D035,2,115.78,0
B005736,CU6755,S007,2025-12-23,D058,1,106.04,0
B005737,CU1317,S007,2025-12-23,D004,1,82.45,0
B005738,CU9270,S007,2025-12-23,D035,1,105.75,1
B005738,CU9270,S007,2025-12-23,W007,1,12.9,0
B005739,CU8576,S007,2025-12-23,D023,1,113.21,0
B005740,CU6544,S007,2025-12-23,D026,1,69.4,0
B005740,CU6544,S007,2025-12-23,W006,2,9.9,0
B005741,CU6099,S007,2025-12-24,D039,1,89.09,1
B005741,CU6099,S007,2025-12-24,W002,1,12.9,0
B005742,CU2221,S007,2025-12-24,D046,1,100.6,0
B005742,CU2221,S007,2025-12-24,W005,2,12.9,0
B005743,CU4664,S007,2025-12-24,D004,2,81.1,0
B005743,CU4664,S007,2025-12-24,W008,1,12.9,0
B005743,CU4664,S007,2025-12-24,C001,1,22.0,0
B005744,CU9252,S007,2025-12-24,D035,1,117.55,0
B005744,CU9252,S007,2025-12-24,W008,1,12.9,0
B005745,CU2561,S007,2025-12-24,D015,2,85.67,0
B005745,CU2561,S007,2025-12-24,W004,1,15.9,0
B005746,CU4455,S007,2025-12-24,D002,1,59.94,0
B005746,CU4455,S007,2025-12-24,W008,1,15.9,0
B005747,CU8057,S007,2025-12-24,D016,1,83.62,0
B005747,CU8057,S007,2025-12-24,W007,2,9.9,1
B005748,CU4191,S007,2025-12-24,D007,1,70.14,0
B005748,CU4191,S007,2025-12-24,W006,1,12.9,1
B005748,CU4191,S007,2025-12-24,C003,1,42.0,0
B005749,CU7998,S007,2025-12-24,D026,2,63.08,1
B005749,CU7998,S007,2025-12-24,W008,1,15.9,0
B005750,CU5966,S007,2025-12-24,D014,2,59.66,1
B005751,CU6307,S007,2025-12-24,D013,1,64.71,0
B005751,CU6307,S007,2025-12-24,C006,1,28.0,0
B005752,CU3049,S007,2025-12-24,D058,1,104.63,0
B005753,CU7674,S007,2025-12-24,D015,2,84.7,0
B005753,CU7674,S007,2025-12-24,W008,2,9.9,0
B005753,CU7674,S007,2025-12-24,C001,1,22.0,0
B005754,CU7604,S007,2025-12-24,D039,2,92.86,0
B005754,CU7604,S007,2025-12-24,W005,2,12.9,0
B005755,CU5054,S007,2025-12-24,D002,1,60.97,0
B005755,CU5054,S007,2025-12-24,W005,1,12.9,0
B005756,CU5623,S007,2025-12-24,D013,1,64.72,0
B005756,CU5623,S007,2025-12-24,C003,1,22.0,0
B005757,CU6873,S007,2025-12-24,D013,1,65.02,0
B005758,CU2732,S007,2025-12-24,D021,1,87.44,1
B005758,CU2732,S007,2025-12-24,W007,2,18.9,0
B005759,CU5059,S007,2025-12-24,D039,1,83.8,1
B005759,CU5059,S007,2025-12-24,C005,1,42.0,0
B005760,CU4814,S007,2025-12-24,D014,1,66.46,0
B005761,CU2188,S007,2025-12-25,D039,1,92.38,0
B005761,CU2188,S007,2025-12-25,W007,1,15.9,0
B005762,CU2089,S007,2025-12-25,D058,2,104.22,0
B005763,CU4796,S007,2025-12-25,D039,1,92.43,0
B005763,CU4796,S007,2025-12-25,W005,2,12.9,0
